,Bill,Sponsor,Ayes,Nays,Abstentions,Venue,Sponsor Last Names,Dem Sponsors,Rep Sponsors
466,AB466,Committee on Agriculture (A)  - (),76,1,4,Floor,['Committee on Agriculture (A)  - ()'],0,0
467,AB467,"Boerner Horvath (A) , Gonzalez (A) ",74,1,6,Floor,"['Boerner Horvath (A) ', ' Gonzalez (A) ']",0,0
469,AB469,Petrie-Norris (A) ,75,1,5,Floor,['Petrie-Norris (A) '],1,0
476,AB476,Blanca Rubio (A) ,66,10,4,Floor,['Blanca Rubio (A) '],0,0
477,AB477,Cervantes (A) ,78,1,2,Floor,['Cervantes (A) '],1,0
479,AB479,"Nazarian (A) , Kalra (A) ",63,12,5,Floor,"['Nazarian (A) ', ' Kalra (A) ']",2,0
480,AB480,Salas (A) ,78,1,2,Floor,['Salas (A) '],1,0
485,AB485,Medina (A) ,58,17,5,Floor,['Medina (A) '],1,0
487,AB487,Gallagher (A) ,76,1,4,Floor,['Gallagher (A) '],0,1
488,AB488,Aguiar-Curry (A) ,76,1,4,Floor,['Aguiar-Curry (A) '],1,0
489,AB489,Mark Stone (A) ,78,1,2,Floor,['Mark Stone (A) '],0,0
493,AB493,Gloria (A) ,61,1,19,Floor,['Gloria (A) '],1,0
494,AB494,Berman (A) ,74,1,6,Floor,['Berman (A) '],1,0
496,AB496,Low (A) ,74,1,6,Floor,['Low (A) '],1,0
497,AB497,Santiago (A) ,66,1,14,Floor,['Santiago (A) '],1,0
498,AB498,Weber (A) ,76,1,4,Floor,['Weber (A) '],1,0
500,AB500,Gonzalez (A) ,68,3,9,Floor,['Gonzalez (A) '],1,0
504,AB504,Berman (A) ,76,1,4,Floor,['Berman (A) '],1,0
506,AB506,Kalra (A) ,64,2,14,Floor,['Kalra (A) '],1,0
508,AB508,Chu (A) ,58,18,4,Floor,['Chu (A) '],1,0
512,AB512,Ting (A) ,68,2,10,Floor,['Ting (A) '],1,0
515,AB515,Mathis (A) ,76,1,4,Floor,['Mathis (A) '],0,1
516,AB516,"Chiu (A) , Santiago (A) ",49,11,20,Floor,"['Chiu (A) ', ' Santiago (A) ']",2,0
518,AB518,Committee on Accountability and Administrative Review (A)  - (),78,1,2,Floor,['Committee on Accountability and Administrative Review (A)  - ()'],0,0
520,AB520,Kalra (A) ,56,12,12,Floor,['Kalra (A) '],1,0
521,AB521,Berman (A) ,64,3,13,Floor,['Berman (A) '],1,0
523,AB523,Irwin (A) ,61,10,9,Floor,['Irwin (A) '],1,0
524,AB524,"Bigelow (A) , Berman (A) ",74,1,6,Floor,"['Bigelow (A) ', ' Berman (A) ']",1,1
526,AB526,Petrie-Norris (A) ,78,1,2,Floor,['Petrie-Norris (A) '],1,0
528,AB528,Low (A) ,77,1,3,Floor,['Low (A) '],1,0
529,AB529,"Ramos (A) , Cervantes (A) ",67,7,6,Floor,"['Ramos (A) ', ' Cervantes (A) ']",2,0
530,AB530,Aguiar-Curry (A) ,76,1,4,Floor,['Aguiar-Curry (A) '],1,0
531,AB531,Friedman (A) ,77,1,3,Floor,['Friedman (A) '],1,0
538,AB538,"Berman (A) , Low (A) ",77,1,3,Floor,"['Berman (A) ', ' Low (A) ']",2,0
539,AB539,"Limón (A) , Gonzalez (A) , Grayson (A) ",60,4,16,Floor,"['Limón (A) ', ' Gonzalez (A) ', ' Grayson (A) ']",3,0
540,AB540,Limón (A) ,59,17,4,Floor,['Limón (A) '],1,0
545,AB545,Low (A) ,76,1,4,Floor,['Low (A) '],1,0
546,AB546,Bigelow (A) ,72,1,8,Floor,['Bigelow (A) '],0,1
547,AB547,Gonzalez (A) ,57,13,10,Floor,['Gonzalez (A) '],1,0
548,AB548,Rodriguez (A) ,76,1,4,Floor,['Rodriguez (A) '],1,0
550,AB550,"Flora (A) , Berman (A) ",78,1,2,Floor,"['Flora (A) ', ' Berman (A) ']",1,1
551,AB551,Brough (A) ,76,1,4,Floor,['Brough (A) '],0,1
552,AB552,Mark Stone (A) ,63,12,5,Floor,['Mark Stone (A) '],0,0
556,AB556,Carrillo (A) ,69,2,9,Floor,['Carrillo (A) '],1,0
558,AB558,Petrie-Norris (A) ,75,1,5,Floor,['Petrie-Norris (A) '],1,0
560,AB560,Santiago (A) ,67,4,9,Floor,['Santiago (A) '],1,0
567,AB567,Calderon (A) ,73,2,5,Floor,['Calderon (A) '],1,0
570,AB570,Aguiar-Curry (A) ,52,20,8,Floor,['Aguiar-Curry (A) '],1,0
571,AB571,Mullin (A) ,65,13,2,Floor,['Mullin (A) '],1,0
572,AB572,Kalra (A) ,58,17,5,Floor,['Kalra (A) '],1,0
577,AB577,Eggman (A) ,76,1,4,Floor,['Eggman (A) '],1,0
581,AB581,Levine (A) ,77,1,3,Floor,['Levine (A) '],1,0
585,AB585,Limón (A) ,44,18,18,Floor,['Limón (A) '],1,0
588,AB588,Chen (A) ,72,1,8,Floor,['Chen (A) '],0,1
589,AB589,Gonzalez (A) ,65,6,9,Floor,['Gonzalez (A) '],1,0
590,AB590,"Mathis (A) , Eggman (A) ",74,1,6,Floor,"['Mathis (A) ', ' Eggman (A) ']",1,1
591,AB591,Cristina Garcia (A) ,72,1,8,Floor,['Cristina Garcia (A) '],0,0
593,AB593,Carrillo (A) ,76,1,4,Floor,['Carrillo (A) '],1,0
594,AB594,Salas (A) ,78,1,2,Floor,['Salas (A) '],1,0
596,AB596,Grayson (A) ,76,1,4,Floor,['Grayson (A) '],1,0
598,AB598,Bloom (A) ,75,1,5,Floor,['Bloom (A) '],1,0
600,AB600,Chu (A) ,67,1,12,Floor,['Chu (A) '],1,0
602,AB602,Berman (A) ,76,1,4,Floor,['Berman (A) '],1,0
607,AB607,Carrillo (A) ,53,22,5,Floor,['Carrillo (A) '],1,0
608,AB608,Petrie-Norris (A) ,76,1,4,Floor,['Petrie-Norris (A) '],1,0
609,AB609,Levine (A) ,72,1,8,Floor,['Levine (A) '],1,0
610,AB610,Obernolte (A) ,66,2,12,Floor,['Obernolte (A) '],0,1
612,AB612,Weber (A) ,76,1,4,Floor,['Weber (A) '],1,0
613,AB613,Low (A) ,50,21,9,Floor,['Low (A) '],1,0
614,AB614,Eggman (A) ,78,1,2,Floor,['Eggman (A) '],1,0
618,AB618,Mark Stone (A) ,45,22,13,Floor,['Mark Stone (A) '],0,0
620,AB620,Cooley (A) ,70,1,9,Floor,['Cooley (A) '],1,0
623,AB623,Berman (A) ,76,1,4,Floor,['Berman (A) '],1,0
624,AB624,Gabriel (A) ,58,14,8,Floor,['Gabriel (A) '],1,0
625,AB625,Kalra (A) ,61,16,3,Floor,['Kalra (A) '],1,0
627,AB627,Frazier (A) ,76,1,4,Floor,['Frazier (A) '],1,0
628,AB628,Bonta (A) ,36,15,29,Floor,['Bonta (A) '],1,0
629,AB629,"Smith (A) , Gonzalez (A) ",75,1,5,Floor,"['Smith (A) ', ' Gonzalez (A) ']",2,0
630,AB630,"Arambula (A) , Low (A) ",76,1,4,Floor,"['Arambula (A) ', ' Low (A) ']",2,0
631,AB631,"McCarty (A) , Cooley (A) ",76,1,4,Floor,"['McCarty (A) ', ' Cooley (A) ']",2,0
632,AB632,Aguiar-Curry (A) ,76,1,4,Floor,['Aguiar-Curry (A) '],1,0
634,AB634,Salas (A) ,72,1,8,Floor,['Salas (A) '],1,0
635,AB635,Bigelow (A) ,78,1,2,Floor,['Bigelow (A) '],0,1
638,AB638,Gray (A) ,78,1,2,Floor,['Gray (A) '],1,0
639,AB639,Cervantes (A) ,78,1,2,Floor,['Cervantes (A) '],1,0
640,AB640,Frazier (A) ,75,1,5,Floor,['Frazier (A) '],1,0
642,AB642,Limón (A) ,54,16,10,Floor,['Limón (A) '],1,0
644,AB644,"Committee on Public Employment and Retirement (A)  - (Assembly Members Rodriguez (Chair), Cooley, Cooper, and O’Donnell)",76,1,4,Floor,"['Committee on Public Employment and Retirement (A)  - (Assembly Members Rodriguez (Chair)', ' Cooley', ' Cooper', ' and O’Donnell)']",0,0
645,AB645,Irwin (A) ,62,2,16,Floor,['Irwin (A) '],1,0
647,AB647,Kalra (A) ,59,1,20,Floor,['Kalra (A) '],1,0
649,AB649,Cristina Garcia (A) ,76,1,4,Floor,['Cristina Garcia (A) '],0,0
651,AB651,Grayson (A) ,78,1,2,Floor,['Grayson (A) '],1,0
653,AB653,Bloom (A) ,76,1,4,Floor,['Bloom (A) '],1,0
656,AB656,Eduardo Garcia (A) ,60,13,7,Floor,['Eduardo Garcia (A) '],0,0
657,AB657,Eggman (A) ,78,1,2,Floor,['Eggman (A) '],1,0
658,AB658,"Arambula (A) , Eduardo Garcia (A) ",67,1,13,Floor,"['Arambula (A) ', ' Eduardo Garcia (A) ']",1,0
660,AB660,Levine (A) ,61,13,6,Floor,['Levine (A) '],1,0
661,AB661,McCarty (A) ,76,1,4,Floor,['McCarty (A) '],1,0
662,AB662,Cunningham (A) ,76,1,4,Floor,['Cunningham (A) '],0,1
663,AB663,Cunningham (A) ,71,4,5,Floor,['Cunningham (A) '],0,1
664,AB664,Cooper (A) ,76,1,4,Floor,['Cooper (A) '],1,0
668,AB668,"Gonzalez (A) , Bonta (A) ",58,15,7,Floor,"['Gonzalez (A) ', ' Bonta (A) ']",2,0
671,AB671,Friedman (A) ,76,1,4,Floor,['Friedman (A) '],1,0
672,AB672,Cervantes (A) ,76,1,4,Floor,['Cervantes (A) '],1,0
673,AB673,Carrillo (A) ,51,19,10,Floor,['Carrillo (A) '],1,0
677,AB677,Choi (A) ,78,1,2,Floor,['Choi (A) '],0,1
678,AB678,Flora (A) ,78,1,2,Floor,['Flora (A) '],0,1
680,AB680,Chu (A) ,76,1,4,Floor,['Chu (A) '],1,0
681,AB681,Gonzalez (A) ,60,16,4,Floor,['Gonzalez (A) '],1,0
684,AB684,Levine (A) ,77,1,3,Floor,['Levine (A) '],1,0
685,AB685,"Reyes (A) , Ramos (A) ",78,1,2,Floor,"['Reyes (A) ', ' Ramos (A) ']",2,0
686,AB686,"Waldron (A) , Ramos (A) ",76,1,4,Floor,"['Waldron (A) ', ' Ramos (A) ']",1,1
689,AB689,McCarty (A) ,65,1,15,Floor,['McCarty (A) '],1,0
690,AB690,Aguiar-Curry (A) ,76,1,4,Floor,['Aguiar-Curry (A) '],1,0
693,AB693,Berman (A) ,59,16,5,Floor,['Berman (A) '],1,0
694,AB694,Irwin (A) ,68,1,12,Floor,['Irwin (A) '],1,0
697,AB697,"Ting (A) , McCarty (A) ",57,1,23,Floor,"['Ting (A) ', ' McCarty (A) ']",2,0
701,AB701,Weber (A) ,78,1,2,Floor,['Weber (A) '],1,0
703,AB703,Weber (A) ,76,1,4,Floor,['Weber (A) '],1,0
707,AB707,Kalra (A) ,73,1,7,Floor,['Kalra (A) '],1,0
708,AB708,Frazier (A) ,78,1,2,Floor,['Frazier (A) '],1,0
709,AB709,Bonta (A) ,76,1,4,Floor,['Bonta (A) '],1,0
710,AB710,Cervantes (A) ,76,1,4,Floor,['Cervantes (A) '],1,0
711,AB711,Chiu (A) ,61,1,19,Floor,['Chiu (A) '],1,0
713,AB713,Mullin (A) ,74,1,6,Floor,['Mullin (A) '],1,0
714,AB714,Wood (A) ,76,1,4,Floor,['Wood (A) '],1,0
715,AB715,"Arambula (A) , Wood (A) ",77,1,3,Floor,"['Arambula (A) ', ' Wood (A) ']",2,0
716,AB716,Chen (A) ,74,1,6,Floor,['Chen (A) '],0,1
718,AB718,Eggman (A) ,78,1,2,Floor,['Eggman (A) '],1,0
719,AB719,Diep (A) ,78,1,2,Floor,['Diep (A) '],0,1
720,AB720,"Muratsuchi (A) , Smith (A) ",77,1,3,Floor,"['Muratsuchi (A) ', ' Smith (A) ']",2,0
722,AB722,Bigelow (A) ,77,1,2,Floor,['Bigelow (A) '],0,1
723,AB723,"Wicks (A) , Bonta (A) ",77,1,3,Floor,"['Wicks (A) ', ' Bonta (A) ']",2,0
727,AB727,Flora (A) ,76,1,4,Floor,['Flora (A) '],0,1
728,AB728,Santiago (A) ,74,1,6,Floor,['Santiago (A) '],1,0
729,AB729,Chu (A) ,58,17,5,Floor,['Chu (A) '],1,0
730,AB730,Berman (A) ,76,1,4,Floor,['Berman (A) '],1,0
731,AB731,Kalra (A) ,52,20,8,Floor,['Kalra (A) '],1,0
733,AB733,Quirk (A) ,76,1,4,Floor,['Quirk (A) '],1,0
734,AB734,Maienschein (A) ,77,1,3,Floor,['Maienschein (A) '],1,0
736,AB736,Irwin (A) ,76,1,4,Floor,['Irwin (A) '],1,0
737,AB737,Eggman (A) ,76,1,4,Floor,['Eggman (A) '],1,0
740,AB740,Burke (A) ,73,1,7,Floor,['Burke (A) '],1,0
744,AB744,Aguiar-Curry (A) ,75,1,5,Floor,['Aguiar-Curry (A) '],1,0
746,AB746,Wood (A) ,77,1,3,Floor,['Wood (A) '],1,0
748,AB748,Gipson (A) ,78,1,2,Floor,['Gipson (A) '],1,0
